"data.key.column","Identity","interaction","name","P.adjusted","selected","shared interaction","shared name","source","target"
"418331","19.72","interacts with","g9384.pdb (interacts with) Gpal_D383_g14948.pdb","0.0252996","false","interacts with","g9384.pdb (interacts with) Gpal_D383_g14948.pdb","g9384.pdb","Gpal_D383_g14948.pdb"
"418313","6.35","interacts with","g9384.pdb (interacts with) Gpal_D383_g03984.pdb","0.0390399","false","interacts with","g9384.pdb (interacts with) Gpal_D383_g03984.pdb","g9384.pdb","Gpal_D383_g03984.pdb"
"418166","12.88","interacts with","g9300.pdb (interacts with) Gpal_D383_g09608.pdb","0.030534","false","interacts with","g9300.pdb (interacts with) Gpal_D383_g09608.pdb","g9300.pdb","Gpal_D383_g09608.pdb"
"418160","4.23","interacts with","g925.pdb (interacts with) Gpal_D383_g16750.pdb","0.01260618","false","interacts with","g925.pdb (interacts with) Gpal_D383_g16750.pdb","g925.pdb","Gpal_D383_g16750.pdb"
"418154","2.74","interacts with","g925.pdb (interacts with) Gpal_D383_g06349.pdb","0.0377313","false","interacts with","g925.pdb (interacts with) Gpal_D383_g06349.pdb","g925.pdb","Gpal_D383_g06349.pdb"
"418157","5.66","interacts with","g925.pdb (interacts with) Gpal_D383_g15757.pdb","0.0279168","false","interacts with","g925.pdb (interacts with) Gpal_D383_g15757.pdb","g925.pdb","Gpal_D383_g15757.pdb"
"418106","7.5","interacts with","g9210.pdb (interacts with) Gpal_D383_g14799.pdb","0.0412209","false","interacts with","g9210.pdb (interacts with) Gpal_D383_g14799.pdb","g9210.pdb","Gpal_D383_g14799.pdb"
"418067","2.5","interacts with","g9210.pdb (interacts with) Gpal_D383_g03865.pdb","0.00639033","false","interacts with","g9210.pdb (interacts with) Gpal_D383_g03865.pdb","g9210.pdb","Gpal_D383_g03865.pdb"
"418103","2.44","interacts with","g9210.pdb (interacts with) Gpal_D383_g14283.pdb","0.0346779","false","interacts with","g9210.pdb (interacts with) Gpal_D383_g14283.pdb","g9210.pdb","Gpal_D383_g14283.pdb"
"418061","7.32","interacts with","g9210.pdb (interacts with) Gpal_D383_g02790.pdb","0.002167914","false","interacts with","g9210.pdb (interacts with) Gpal_D383_g02790.pdb","g9210.pdb","Gpal_D383_g02790.pdb"
"418109","9.52","interacts with","g9210.pdb (interacts with) Gpal_D383_g15757.pdb","0.0486363","false","interacts with","g9210.pdb (interacts with) Gpal_D383_g15757.pdb","g9210.pdb","Gpal_D383_g15757.pdb"
"418088","12.2","interacts with","g9210.pdb (interacts with) Gpal_D383_g12307.pdb","0.037077","false","interacts with","g9210.pdb (interacts with) Gpal_D383_g12307.pdb","g9210.pdb","Gpal_D383_g12307.pdb"
"418064","14.63","interacts with","g9210.pdb (interacts with) Gpal_D383_g02888.pdb","0.01622664","false","interacts with","g9210.pdb (interacts with) Gpal_D383_g02888.pdb","g9210.pdb","Gpal_D383_g02888.pdb"
"417689","21.43","interacts with","g8864.pdb (interacts with) Gpal_D383_g08491.pdb","0.0344598","false","interacts with","g8864.pdb (interacts with) Gpal_D383_g08491.pdb","g8864.pdb","Gpal_D383_g08491.pdb"
"417686","7.58","interacts with","g8864.pdb (interacts with) Gpal_D383_g02790.pdb","0.0359865","false","interacts with","g8864.pdb (interacts with) Gpal_D383_g02790.pdb","g8864.pdb","Gpal_D383_g02790.pdb"
"417668","3.9","interacts with","g8854.pdb (interacts with) Gpal_D383_g08414.pdb","0.0475458","false","interacts with","g8854.pdb (interacts with) Gpal_D383_g08414.pdb","g8854.pdb","Gpal_D383_g08414.pdb"
"417308","2.86","interacts with","g8552.pdb (interacts with) Gpal_D383_g14923.pdb","0.0353322","false","interacts with","g8552.pdb (interacts with) Gpal_D383_g14923.pdb","g8552.pdb","Gpal_D383_g14923.pdb"
"417257","12.28","interacts with","g8552.pdb (interacts with) Gpal_D383_g02939.pdb","0.0388218","false","interacts with","g8552.pdb (interacts with) Gpal_D383_g02939.pdb","g8552.pdb","Gpal_D383_g02939.pdb"
"417329","6.9","interacts with","g8552.pdb (interacts with) Gpal_D383_g17233.pdb","0.0346779","false","interacts with","g8552.pdb (interacts with) Gpal_D383_g17233.pdb","g8552.pdb","Gpal_D383_g17233.pdb"
"417269","7.46","interacts with","g8552.pdb (interacts with) Gpal_D383_g08020.pdb","0.032715","false","interacts with","g8552.pdb (interacts with) Gpal_D383_g08020.pdb","g8552.pdb","Gpal_D383_g08020.pdb"
"417275","6.12","interacts with","g8552.pdb (interacts with) Gpal_D383_g09161.pdb","0.00863676","false","interacts with","g8552.pdb (interacts with) Gpal_D383_g09161.pdb","g8552.pdb","Gpal_D383_g09161.pdb"
"417287","8.7","interacts with","g8552.pdb (interacts with) Gpal_D383_g12120.pdb","0.0329331","false","interacts with","g8552.pdb (interacts with) Gpal_D383_g12120.pdb","g8552.pdb","Gpal_D383_g12120.pdb"
"417251","9.33","interacts with","g8552.pdb (interacts with) Gpal_D383_g02790.pdb","0.001574682","false","interacts with","g8552.pdb (interacts with) Gpal_D383_g02790.pdb","g8552.pdb","Gpal_D383_g02790.pdb"
"417314","11.32","interacts with","g8552.pdb (interacts with) Gpal_D383_g15757.pdb","0.00623766","false","interacts with","g8552.pdb (interacts with) Gpal_D383_g15757.pdb","g8552.pdb","Gpal_D383_g15757.pdb"
"417290","3.4","interacts with","g8552.pdb (interacts with) Gpal_D383_g12260.pdb","0.0399123","false","interacts with","g8552.pdb (interacts with) Gpal_D383_g12260.pdb","g8552.pdb","Gpal_D383_g12260.pdb"
"417311","4.48","interacts with","g8552.pdb (interacts with) Gpal_D383_g14948.pdb","1.304238E-4","false","interacts with","g8552.pdb (interacts with) Gpal_D383_g14948.pdb","g8552.pdb","Gpal_D383_g14948.pdb"
"417296","5.15","interacts with","g8552.pdb (interacts with) Gpal_D383_g12307.pdb","0.01600854","false","interacts with","g8552.pdb (interacts with) Gpal_D383_g12307.pdb","g8552.pdb","Gpal_D383_g12307.pdb"
"417254","2.99","interacts with","g8552.pdb (interacts with) Gpal_D383_g02888.pdb","0.001114491","false","interacts with","g8552.pdb (interacts with) Gpal_D383_g02888.pdb","g8552.pdb","Gpal_D383_g02888.pdb"
"417272","4.03","interacts with","g8552.pdb (interacts with) Gpal_D383_g09110.pdb","0.01208274","false","interacts with","g8552.pdb (interacts with) Gpal_D383_g09110.pdb","g8552.pdb","Gpal_D383_g09110.pdb"
"417014","2.44","interacts with","g8382.pdb (interacts with) Gpal_D383_g01796.pdb","0.0444924","false","interacts with","g8382.pdb (interacts with) Gpal_D383_g01796.pdb","g8382.pdb","Gpal_D383_g01796.pdb"
"417044","4.76","interacts with","g8382.pdb (interacts with) Gpal_D383_g14283.pdb","0.01675008","false","interacts with","g8382.pdb (interacts with) Gpal_D383_g14283.pdb","g8382.pdb","Gpal_D383_g14283.pdb"
"417032","2.22","interacts with","g8382.pdb (interacts with) Gpal_D383_g12120.pdb","0.0490725","false","interacts with","g8382.pdb (interacts with) Gpal_D383_g12120.pdb","g8382.pdb","Gpal_D383_g12120.pdb"
"417017","6.67","interacts with","g8382.pdb (interacts with) Gpal_D383_g02790.pdb","0.0316245","false","interacts with","g8382.pdb (interacts with) Gpal_D383_g02790.pdb","g8382.pdb","Gpal_D383_g02790.pdb"
"417020","0.0","interacts with","g8382.pdb (interacts with) Gpal_D383_g02888.pdb","0.032715","false","interacts with","g8382.pdb (interacts with) Gpal_D383_g02888.pdb","g8382.pdb","Gpal_D383_g02888.pdb"
"416222","2.5","interacts with","g798.pdb (interacts with) Gpal_D383_g09252.pdb","0.032715","false","interacts with","g798.pdb (interacts with) Gpal_D383_g09252.pdb","g798.pdb","Gpal_D383_g09252.pdb"
"416219","12.12","interacts with","g798.pdb (interacts with) Gpal_D383_g08082.pdb","0.0460191","false","interacts with","g798.pdb (interacts with) Gpal_D383_g08082.pdb","g798.pdb","Gpal_D383_g08082.pdb"
"416204","0.0","interacts with","g798.pdb (interacts with) Gpal_D383_g03865.pdb","0.01797144","false","interacts with","g798.pdb (interacts with) Gpal_D383_g03865.pdb","g798.pdb","Gpal_D383_g03865.pdb"
"416240","1.75","interacts with","g798.pdb (interacts with) Gpal_D383_g14948.pdb","0.00442743","false","interacts with","g798.pdb (interacts with) Gpal_D383_g14948.pdb","g798.pdb","Gpal_D383_g14948.pdb"
"416228","10.0","interacts with","g798.pdb (interacts with) Gpal_D383_g12307.pdb","2.94435E-4","false","interacts with","g798.pdb (interacts with) Gpal_D383_g12307.pdb","g798.pdb","Gpal_D383_g12307.pdb"
"416192","6.35","interacts with","g7958.pdb (interacts with) Gpal_D383_g14948.pdb","0.01273704","false","interacts with","g7958.pdb (interacts with) Gpal_D383_g14948.pdb","g7958.pdb","Gpal_D383_g14948.pdb"
"416078","5.8","interacts with","g7788.pdb (interacts with) Gpal_D383_g02790.pdb","0.0477639","false","interacts with","g7788.pdb (interacts with) Gpal_D383_g02790.pdb","g7788.pdb","Gpal_D383_g02790.pdb"
"416081","14.04","interacts with","g7788.pdb (interacts with) Gpal_D383_g03984.pdb","0.01432917","false","interacts with","g7788.pdb (interacts with) Gpal_D383_g03984.pdb","g7788.pdb","Gpal_D383_g03984.pdb"
"414836","22.92","interacts with","g7053.pdb (interacts with) Gpal_D383_g15073.pdb","0.0279168","false","interacts with","g7053.pdb (interacts with) Gpal_D383_g15073.pdb","g7053.pdb","Gpal_D383_g15073.pdb"
"414824","10.45","interacts with","g7053.pdb (interacts with) Gpal_D383_g08020.pdb","0.0279168","false","interacts with","g7053.pdb (interacts with) Gpal_D383_g08020.pdb","g7053.pdb","Gpal_D383_g08020.pdb"
"414821","7.89","interacts with","g7053.pdb (interacts with) Gpal_D383_g02790.pdb","0.0126498","false","interacts with","g7053.pdb (interacts with) Gpal_D383_g02790.pdb","g7053.pdb","Gpal_D383_g02790.pdb"
"414833","1.41","interacts with","g7053.pdb (interacts with) Gpal_D383_g14948.pdb","0.00558336","false","interacts with","g7053.pdb (interacts with) Gpal_D383_g14948.pdb","g7053.pdb","Gpal_D383_g14948.pdb"
"414827","6.84","interacts with","g7053.pdb (interacts with) Gpal_D383_g12307.pdb","0.00750264","false","interacts with","g7053.pdb (interacts with) Gpal_D383_g12307.pdb","g7053.pdb","Gpal_D383_g12307.pdb"
"414818","24.11","interacts with","g7041.pdb (interacts with) Gpal_D383_g15073.pdb","0.00586689","false","interacts with","g7041.pdb (interacts with) Gpal_D383_g15073.pdb","g7041.pdb","Gpal_D383_g15073.pdb"
"414806","10.45","interacts with","g7041.pdb (interacts with) Gpal_D383_g08020.pdb","0.01637931","false","interacts with","g7041.pdb (interacts with) Gpal_D383_g08020.pdb","g7041.pdb","Gpal_D383_g08020.pdb"
"414803","7.89","interacts with","g7041.pdb (interacts with) Gpal_D383_g02790.pdb","0.0257358","false","interacts with","g7041.pdb (interacts with) Gpal_D383_g02790.pdb","g7041.pdb","Gpal_D383_g02790.pdb"
"414815","2.86","interacts with","g7041.pdb (interacts with) Gpal_D383_g14948.pdb","0.01114491","false","interacts with","g7041.pdb (interacts with) Gpal_D383_g14948.pdb","g7041.pdb","Gpal_D383_g14948.pdb"
"414812","6.84","interacts with","g7041.pdb (interacts with) Gpal_D383_g12307.pdb","0.01216998","false","interacts with","g7041.pdb (interacts with) Gpal_D383_g12307.pdb","g7041.pdb","Gpal_D383_g12307.pdb"
"414035","7.04","interacts with","g6420.pdb (interacts with) Gpal_D383_g14948.pdb","0.01267161","false","interacts with","g6420.pdb (interacts with) Gpal_D383_g14948.pdb","g6420.pdb","Gpal_D383_g14948.pdb"
"412934","6.92","interacts with","g6072.pdb (interacts with) Gpal_D383_g12260.pdb","0.01823316","false","interacts with","g6072.pdb (interacts with) Gpal_D383_g12260.pdb","g6072.pdb","Gpal_D383_g12260.pdb"
"412919","7.69","interacts with","g6027.pdb (interacts with) Gpal_D383_g12307.pdb","0.032715","false","interacts with","g6027.pdb (interacts with) Gpal_D383_g12307.pdb","g6027.pdb","Gpal_D383_g12307.pdb"
"412907","3.6","interacts with","g5956.pdb (interacts with) Gpal_D383_g02790.pdb","0.0290073","false","interacts with","g5956.pdb (interacts with) Gpal_D383_g02790.pdb","g5956.pdb","Gpal_D383_g02790.pdb"
"412229","4.55","interacts with","g4759.pdb (interacts with) Gpal_D383_g02790.pdb","0.0453648","false","interacts with","g4759.pdb (interacts with) Gpal_D383_g02790.pdb","g4759.pdb","Gpal_D383_g02790.pdb"
"411962","5.63","interacts with","g4615.pdb (interacts with) Gpal_D383_g06349.pdb","0.01888746","false","interacts with","g4615.pdb (interacts with) Gpal_D383_g06349.pdb","g4615.pdb","Gpal_D383_g06349.pdb"
"411956","12.0","interacts with","g4615.pdb (interacts with) Gpal_D383_g02790.pdb","0.041439","false","interacts with","g4615.pdb (interacts with) Gpal_D383_g02790.pdb","g4615.pdb","Gpal_D383_g02790.pdb"
"411866","9.77","interacts with","g4508.pdb (interacts with) Gpal_D383_g12260.pdb","0.0399123","false","interacts with","g4508.pdb (interacts with) Gpal_D383_g12260.pdb","g4508.pdb","Gpal_D383_g12260.pdb"
"411860","10.83","interacts with","g4508.pdb (interacts with) Gpal_D383_g09608.pdb","0.0292254","false","interacts with","g4508.pdb (interacts with) Gpal_D383_g09608.pdb","g4508.pdb","Gpal_D383_g09608.pdb"
"411857","13.47","interacts with","g4508.pdb (interacts with) Gpal_D383_g08427.pdb","2.33367E-5","false","interacts with","g4508.pdb (interacts with) Gpal_D383_g08427.pdb","g4508.pdb","Gpal_D383_g08427.pdb"
"411854","20.0","interacts with","g4508.pdb (interacts with) Gpal_D383_g07729.pdb","1.866936E-4","false","interacts with","g4508.pdb (interacts with) Gpal_D383_g07729.pdb","g4508.pdb","Gpal_D383_g07729.pdb"
"411851","21.81","interacts with","g4508.pdb (interacts with) Gpal_D383_g07721.pdb","5.82327E-6","false","interacts with","g4508.pdb (interacts with) Gpal_D383_g07721.pdb","g4508.pdb","Gpal_D383_g07721.pdb"
"411674","14.14","interacts with","g4355.pdb (interacts with) Gpal_D383_g09608.pdb","9.42192E-6","false","interacts with","g4355.pdb (interacts with) Gpal_D383_g09608.pdb","g4355.pdb","Gpal_D383_g09608.pdb"
"411671","17.99","interacts with","g4355.pdb (interacts with) Gpal_D383_g08427.pdb","1.989072E-7","false","interacts with","g4355.pdb (interacts with) Gpal_D383_g08427.pdb","g4355.pdb","Gpal_D383_g08427.pdb"
"411668","30.4","interacts with","g4355.pdb (interacts with) Gpal_D383_g07729.pdb","0.0","false","interacts with","g4355.pdb (interacts with) Gpal_D383_g07729.pdb","g4355.pdb","Gpal_D383_g07729.pdb"
"411665","33.24","interacts with","g4355.pdb (interacts with) Gpal_D383_g07721.pdb","0.0","false","interacts with","g4355.pdb (interacts with) Gpal_D383_g07721.pdb","g4355.pdb","Gpal_D383_g07721.pdb"
"411353","0.0","interacts with","g4279.pdb (interacts with) Gpal_D383_g12120.pdb","0.0453648","false","interacts with","g4279.pdb (interacts with) Gpal_D383_g12120.pdb","g4279.pdb","Gpal_D383_g12120.pdb"
"411176","7.5","interacts with","g4191.pdb (interacts with) Gpal_D383_g09284.pdb","0.01672827","false","interacts with","g4191.pdb (interacts with) Gpal_D383_g09284.pdb","g4191.pdb","Gpal_D383_g09284.pdb"
"411164","8.33","interacts with","g4191.pdb (interacts with) Gpal_D383_g03865.pdb","0.0276987","false","interacts with","g4191.pdb (interacts with) Gpal_D383_g03865.pdb","g4191.pdb","Gpal_D383_g03865.pdb"
"411200","10.14","interacts with","g4191.pdb (interacts with) Gpal_D383_g14283.pdb","0.0429657","false","interacts with","g4191.pdb (interacts with) Gpal_D383_g14283.pdb","g4191.pdb","Gpal_D383_g14283.pdb"
"411188","13.21","interacts with","g4191.pdb (interacts with) Gpal_D383_g12120.pdb","0.0320607","false","interacts with","g4191.pdb (interacts with) Gpal_D383_g12120.pdb","g4191.pdb","Gpal_D383_g12120.pdb"
"411206","15.09","interacts with","g4191.pdb (interacts with) Gpal_D383_g15757.pdb","2.57358E-4","false","interacts with","g4191.pdb (interacts with) Gpal_D383_g15757.pdb","g4191.pdb","Gpal_D383_g15757.pdb"
"411191","9.35","interacts with","g4191.pdb (interacts with) Gpal_D383_g12260.pdb","0.01818954","false","interacts with","g4191.pdb (interacts with) Gpal_D383_g12260.pdb","g4191.pdb","Gpal_D383_g12260.pdb"
"411203","7.55","interacts with","g4191.pdb (interacts with) Gpal_D383_g14948.pdb","1.321686E-4","false","interacts with","g4191.pdb (interacts with) Gpal_D383_g14948.pdb","g4191.pdb","Gpal_D383_g14948.pdb"
"410780","7.95","interacts with","g4021.pdb (interacts with) Gpal_D383_g08414.pdb","0.0311883","false","interacts with","g4021.pdb (interacts with) Gpal_D383_g08414.pdb","g4021.pdb","Gpal_D383_g08414.pdb"
"410792","10.71","interacts with","g4021.pdb (interacts with) Gpal_D383_g12120.pdb","0.0148308","false","interacts with","g4021.pdb (interacts with) Gpal_D383_g12120.pdb","g4021.pdb","Gpal_D383_g12120.pdb"
"410768","0.0","interacts with","g4021.pdb (interacts with) Gpal_D383_g02790.pdb","0.010905","false","interacts with","g4021.pdb (interacts with) Gpal_D383_g02790.pdb","g4021.pdb","Gpal_D383_g02790.pdb"
"410804","5.88","interacts with","g4021.pdb (interacts with) Gpal_D383_g15757.pdb","0.0290073","false","interacts with","g4021.pdb (interacts with) Gpal_D383_g15757.pdb","g4021.pdb","Gpal_D383_g15757.pdb"
"410795","7.69","interacts with","g4021.pdb (interacts with) Gpal_D383_g12260.pdb","0.0377313","false","interacts with","g4021.pdb (interacts with) Gpal_D383_g12260.pdb","g4021.pdb","Gpal_D383_g12260.pdb"
"410801","4.08","interacts with","g4021.pdb (interacts with) Gpal_D383_g14948.pdb","0.002113389","false","interacts with","g4021.pdb (interacts with) Gpal_D383_g14948.pdb","g4021.pdb","Gpal_D383_g14948.pdb"
"410708","8.06","interacts with","g3992.pdb (interacts with) Gpal_D383_g12260.pdb","0.0296616","false","interacts with","g3992.pdb (interacts with) Gpal_D383_g12260.pdb","g3992.pdb","Gpal_D383_g12260.pdb"
"409958","8.45","interacts with","g3368.pdb (interacts with) Gpal_D383_g06349.pdb","0.0268263","false","interacts with","g3368.pdb (interacts with) Gpal_D383_g06349.pdb","g3368.pdb","Gpal_D383_g06349.pdb"
"409964","11.76","interacts with","g3368.pdb (interacts with) Gpal_D383_g14948.pdb","0.00645576","false","interacts with","g3368.pdb (interacts with) Gpal_D383_g14948.pdb","g3368.pdb","Gpal_D383_g14948.pdb"
"409961","6.9","interacts with","g3368.pdb (interacts with) Gpal_D383_g12307.pdb","0.02172276","false","interacts with","g3368.pdb (interacts with) Gpal_D383_g12307.pdb","g3368.pdb","Gpal_D383_g12307.pdb"
"409727","5.71","interacts with","g3243.pdb (interacts with) Gpal_D383_g02790.pdb","0.0342417","false","interacts with","g3243.pdb (interacts with) Gpal_D383_g02790.pdb","g3243.pdb","Gpal_D383_g02790.pdb"
"409733","4.8","interacts with","g3243.pdb (interacts with) Gpal_D383_g12307.pdb","0.0294435","false","interacts with","g3243.pdb (interacts with) Gpal_D383_g12307.pdb","g3243.pdb","Gpal_D383_g12307.pdb"
"409730","7.69","interacts with","g3243.pdb (interacts with) Gpal_D383_g02888.pdb","0.0425295","false","interacts with","g3243.pdb (interacts with) Gpal_D383_g02888.pdb","g3243.pdb","Gpal_D383_g02888.pdb"
"409694","3.85","interacts with","g3123.pdb (interacts with) Gpal_D383_g14948.pdb","0.0468915","false","interacts with","g3123.pdb (interacts with) Gpal_D383_g14948.pdb","g3123.pdb","Gpal_D383_g14948.pdb"
"409436","2.27","interacts with","g2993.pdb (interacts with) Gpal_D383_g08414.pdb","6.73929E-4","false","interacts with","g2993.pdb (interacts with) Gpal_D383_g08414.pdb","g2993.pdb","Gpal_D383_g08414.pdb"
"409439","10.53","interacts with","g2993.pdb (interacts with) Gpal_D383_g09161.pdb","0.0368589","false","interacts with","g2993.pdb (interacts with) Gpal_D383_g09161.pdb","g2993.pdb","Gpal_D383_g09161.pdb"
"409427","5.33","interacts with","g2993.pdb (interacts with) Gpal_D383_g03865.pdb","0.0231186","false","interacts with","g2993.pdb (interacts with) Gpal_D383_g03865.pdb","g2993.pdb","Gpal_D383_g03865.pdb"
"409421","1.56","interacts with","g2993.pdb (interacts with) Gpal_D383_g02790.pdb","3.55503E-7","false","interacts with","g2993.pdb (interacts with) Gpal_D383_g02790.pdb","g2993.pdb","Gpal_D383_g02790.pdb"
"409460","6.35","interacts with","g2993.pdb (interacts with) Gpal_D383_g15757.pdb","0.0499449","false","interacts with","g2993.pdb (interacts with) Gpal_D383_g15757.pdb","g2993.pdb","Gpal_D383_g15757.pdb"
"409457","9.09","interacts with","g2993.pdb (interacts with) Gpal_D383_g14948.pdb","4.03485E-6","false","interacts with","g2993.pdb (interacts with) Gpal_D383_g14948.pdb","g2993.pdb","Gpal_D383_g14948.pdb"
"409424","5.97","interacts with","g2993.pdb (interacts with) Gpal_D383_g02888.pdb","4.73277E-4","false","interacts with","g2993.pdb (interacts with) Gpal_D383_g02888.pdb","g2993.pdb","Gpal_D383_g02888.pdb"
"409409","22.3","interacts with","g297.pdb (interacts with) Gpal_D383_g05579.pdb","0.0290073","false","interacts with","g297.pdb (interacts with) Gpal_D383_g05579.pdb","g297.pdb","Gpal_D383_g05579.pdb"
"409412","8.78","interacts with","g297.pdb (interacts with) Gpal_D383_g12260.pdb","0.0351141","false","interacts with","g297.pdb (interacts with) Gpal_D383_g12260.pdb","g297.pdb","Gpal_D383_g12260.pdb"
"409370","2.56","interacts with","g276.pdb (interacts with) Gpal_D383_g02790.pdb","0.00410028","false","interacts with","g276.pdb (interacts with) Gpal_D383_g02790.pdb","g276.pdb","Gpal_D383_g02790.pdb"
"409376","8.63","interacts with","g276.pdb (interacts with) Gpal_D383_g12260.pdb","0.0366408","false","interacts with","g276.pdb (interacts with) Gpal_D383_g12260.pdb","g276.pdb","Gpal_D383_g12260.pdb"
"409379","4.23","interacts with","g276.pdb (interacts with) Gpal_D383_g14948.pdb","0.0449286","false","interacts with","g276.pdb (interacts with) Gpal_D383_g14948.pdb","g276.pdb","Gpal_D383_g14948.pdb"
"409373","8.96","interacts with","g276.pdb (interacts with) Gpal_D383_g02888.pdb","0.0355503","false","interacts with","g276.pdb (interacts with) Gpal_D383_g02888.pdb","g276.pdb","Gpal_D383_g02888.pdb"
"408614","5.94","interacts with","g2058.pdb (interacts with) Gpal_D383_g15236.pdb","0.045801","false","interacts with","g2058.pdb (interacts with) Gpal_D383_g15236.pdb","g2058.pdb","Gpal_D383_g15236.pdb"
"408644","6.67","interacts with","g2058.pdb (interacts with) Gpal_D383_g17372.pdb","0.0309702","false","interacts with","g2058.pdb (interacts with) Gpal_D383_g17372.pdb","g2058.pdb","Gpal_D383_g17372.pdb"
