GP_CE_Cl___fastGreedyCluster,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared name,Stress,TopologicalCoefficient
GP_CE_Cl_3,2.35416666666667,0.0002416503524,0.424778761061947,0,4,4,false,A0A077LTN0,765.75,0,4,0,0.998503683241252,false,0,A0A077LTN0,1124086,0.467165546731827
GP_CE_Cl_2,2.63888888888889,0.023310860216812,0.378947368421053,0,183,5,false,Gpal_D383_g07282,23.792349726776,0,183,0,0.99639011257954,false,0,Gpal_D383_g07282,27184124,0.14069351683195
GP_CE_Cl_3,2.45138888888889,0.000542906794592,0.407932011331445,0,13,4,false,A0A078BPE5,299.615384615385,0,13,0,0.998396255371393,false,0,A0A078BPE5,1927710,0.195173453996983
GP_CE_Cl_3,2.88343253968254,0.003695674729027,0.346808876655772,0,100,3,false,Gpal_D383_g02654,12.4,0,100,0,0.997918859072174,false,0,Gpal_D383_g02654,7986002,0.325714285714286
GP_CE_Cl_3,2.8764880952381,0.003335856478842,0.347646145887222,0,107,3,false,Gpal_D383_g02814,12.6448598130841,0,107,0,0.99792653249145,false,0,Gpal_D383_g02814,11474094,0.332710280373832
GP_CE_Cl_3,2.78224206349206,0.021180126116274,0.359422356926368,0,202,3,false,Gpal_D383_g04020,10.539603960396,0,202,0,0.998030671753048,false,0,Gpal_D383_g04020,51738518,0.272560113154173
GP_CE_Cl_3,2.46775793650794,0.078851203812693,0.405226130653266,0,519,3,false,Gpal_D383_g04293,6.92678227360308,0,519,0,0.998378168025958,false,0,Gpal_D383_g04293,208309096,0.16933663638866
GP_CE_Cl_2,2.86111111111111,0.005840906261225,0.349514563106796,0,71,5,false,Gpal_D383_g09607,26.2676056338028,0,71,0,0.995900636319139,false,0,Gpal_D383_g09607,8030452,0.176696542893726
GP_CE_Cl_3,2.8328373015873,0.011706328919973,0.353002976711609,0,151,3,false,Gpal_D383_g10171,10.9801324503311,0,151,0,0.997974765412611,false,0,Gpal_D383_g10171,30036912,0.285146641438032
GP_CE_Cl_3,2.8328373015873,0.011986108563404,0.353002976711609,0,151,3,false,Gpal_D383_g10172,11.3377483443709,0,151,0,0.997974765412611,false,0,Gpal_D383_g10172,29941192,0.295364238410596
GP_CE_Cl_3,2.67609126984127,0.028961939929751,0.373679332715477,0,309,3,false,Gpal_D383_g14562,8.61812297734628,0,309,0,0.998147965447689,false,0,Gpal_D383_g14562,87017704,0.217660656495608
GP_CE_Cl_3,2.68501984126984,0.035297958186953,0.372436726399409,0,300,3,false,Gpal_D383_g16875,8.48666666666667,0,300,0,0.998138099622906,false,0,Gpal_D383_g16875,93466094,0.213904761904762
GP_CE_Cl_3,2.75644841269841,0.016833783630622,0.362785675724312,0,228,3,false,Gpal_D383_g16876,8.29385964912281,0,228,0,0.998059173024643,false,0,Gpal_D383_g16876,43054352,0.208395989974937
GP_CE_Cl_3,2.42113095238095,0.091559457164455,0.413030116779348,0,566,3,false,Gpal_D383_g16877,6.86572438162544,0,566,0,0.99842968955538,false,0,Gpal_D383_g16877,243561912,0.167592125189298
GP_CE_Cl_3,2.70486111111111,0.022325408639568,0.369704749679076,0,280,3,false,Gpal_D383_g17230,9.20714285714286,0,280,0,0.998116175567833,false,0,Gpal_D383_g17230,64950136,0.234489795918367
GP_CE_Cl_3,2.90823412698413,0.003055515244972,0.343851270680539,0,77,4,false,Gpal_D383_g17468,10.8571428571429,0,77,0,0.997891454003332,false,0,Gpal_D383_g17468,4741984,0.298701298701299
GP_CE_Cl_3,2.28174603174603,0.001042964941061,0.438260869565217,0,18,4,false,A0A078BQI6,288.277777777778,0,18,0,0.998583706042269,false,0,A0A078BQI6,3511362,0.169385482180294
GP_CE_Cl_3,2.91220238095238,0.003205952521701,0.343382728666326,0,71,3,false,Gpal_D383_g07566,14.1830985915493,0,71,0,0.997887069192318,false,0,Gpal_D383_g07566,5640900,0.376659959758551
GP_CE_Cl_3,2.9360119047619,0.000968503540337,0.340598073998986,0,50,4,false,Gpal_D383_g08828,12.62,0,50,0,0.99786076032623,false,0,Gpal_D383_g08828,2423336,0.363125
GP_CE_Cl_3,2.84871031746032,0.009124082376079,0.351036043879505,0,135,3,false,Gpal_D383_g11075,10.9925925925926,0,135,0,0.997957226168552,false,0,Gpal_D383_g11075,22324220,0.285502645502645
GP_CE_Cl_3,2.9280753968254,0.001117441129259,0.34152126037608,0,55,3,false,Gpal_D383_g11094,13.7272727272727,0,55,0,0.997869529948259,false,0,Gpal_D383_g11094,3480576,0.363636363636364
GP_CE_Cl_3,2.81894841269841,0.008352790963535,0.354742213619567,0,165,3,false,Gpal_D383_g12482,11.3030303030303,0,165,0,0.997990112251162,false,0,Gpal_D383_g12482,23770248,0.294372294372294
GP_CE_Cl_3,2.58779761904762,0.056748629911619,0.386428982173663,0,398,3,false,Gpal_D383_g16904,7.80904522613065,0,398,0,0.998245527492765,false,0,Gpal_D383_g16904,147982142,0.194544149318019
GP_CE_Cl_3,2.75396825396825,2.95793018224693E-05,0.363112391930836,0,2,4,false,A0A078BS54,867,0,2,0,0.998061913531527,false,0,A0A078BS54,157854,0.700647249190938
GP_CE_Cl_2,3.01875,0.000170623900496,0.331262939958592,0,10,4,false,A0A078BS77,141.3,0,10,0,0.995553414096916,false,0,A0A078BS77,233036,0.229248366013072
GP_CE_Cl_1,2.97446808510638,0.02558865248227,0.336194563662375,0,7,5,false,Gpal_D383_g00043,1.71428571428571,0,7,0,0.990686471296668,false,0,Gpal_D383_g00043,6996,0.357142857142857
GP_CE_Cl_2,2.49166666666667,0.071516486325395,0.401337792642141,0,286,4,false,Gpal_D383_g03984,19.4685314685315,0,286,0,0.996714390602056,false,0,Gpal_D383_g03984,70948032,0.112612996759338
GP_CE_Cl_2,2.58055555555556,0.032717471725843,0.38751345532831,0,225,5,false,Gpal_D383_g05272,20.1511111111111,0,225,0,0.996518600097895,false,0,Gpal_D383_g05272,35244494,0.118216735253772
GP_CE_Cl_1,1.17872340425532,0.968720558935281,0.848375451263538,0,212,3,false,Gpal_D383_g05996,1.22169811320755,0,212,0,0.999156965074267,false,0,Gpal_D383_g05996,198248,0.055424528301887
GP_CE_Cl_2,2.725,0.014799237410836,0.36697247706422,0,137,5,false,Gpal_D383_g09010,22.1897810218978,0,137,0,0.996200440528634,false,0,Gpal_D383_g09010,16425372,0.137595980661674
GP_CE_Cl_2,2.96388888888889,6.62723734340644E-05,0.337394564198688,0,18,5,false,Gpal_D383_g13239,38.2777777777778,0,18,0,0.995674253548703,false,0,Gpal_D383_g13239,141092,0.288975021533161
GP_CE_Cl_2,2.84027777777778,0.001036428360897,0.352078239608802,0,55,5,false,Gpal_D383_g14543,29.7818181818182,0,55,0,0.995946524718551,false,0,Gpal_D383_g14543,1727596,0.189354066985646
GP_CE_Cl_2,2.80277777777778,0.010772418959889,0.356788899900892,0,92,5,false,Gpal_D383_g14586,21.6304347826087,0,92,0,0.996029123837494,false,0,Gpal_D383_g14586,10136506,0.139394829612221
GP_CE_Cl_2,2.78333333333333,0.002952631979804,0.359281437125748,0,86,5,false,Gpal_D383_g14830,27.3023255813953,0,86,0,0.996071953010279,false,0,Gpal_D383_g14830,5124406,0.167530736187232
GP_CE_Cl_2,2.46805555555556,0.056564237527494,0.405177265053461,0,304,5,false,Gpal_D383_g15281,19.6578947368421,0,304,0,0.996766397454723,false,0,Gpal_D383_g15281,61724440,0.113078149920255
GP_CE_Cl_2,2.92222222222222,0.000163170476823,0.342205323193916,0,27,5,false,Gpal_D383_g16557,35.037037037037,0,27,0,0.995766030347528,false,0,Gpal_D383_g16557,375712,0.252126200274348
GP_CE_Cl_3,2.33234126984127,0.000291618457147,0.428753721820502,0,5,4,false,A0A078BS80,692.2,0,5,0,0.998527799701833,false,0,A0A078BS80,1371726,0.416887816646562
GP_CE_Cl_3,2.17063492063492,0.001072149882146,0.460694698354662,0,12,4,false,A0A0B7H0Y9,458.666666666667,0,12,0,0.99870648075068,false,0,A0A0B7H0Y9,3541190,0.252296949650864
GP_CE_Cl_3,2.90823412698413,0.012421683288583,0.343851270680539,0,76,4,false,Gpal_D383_g04690,8.14473684210526,0,76,0,0.997891454003332,false,0,Gpal_D383_g04690,9127196,0.210139318885449
GP_CE_Cl_2,2.8125,0.007522956731468,0.355555555555556,0,86,5,false,Gpal_D383_g12619,27.906976744186,0,86,0,0.996007709251101,false,0,Gpal_D383_g12619,8508862,0.181803896920176
GP_CE_Cl_3,2.90029761904762,0.006240657208229,0.344792201128784,0,83,3,false,Gpal_D383_g14606,9.6144578313253,0,83,0,0.997900223625362,false,0,Gpal_D383_g14606,6956592,0.246127366609294
GP_CE_Cl_3,2.73561507936508,0.016381237368375,0.365548504079782,0,249,3,false,Gpal_D383_g15143,8.26506024096386,0,249,0,0.99808219328247,false,0,Gpal_D383_g15143,46651578,0.207573149741824
GP_CE_Cl_3,3.75595238095238,0,0.266244057052298,0,1,4,false,A0A0B7H2U2,228,0,1,0,0.996954748750329,false,0,A0A0B7H2U2,0,0
GP_CE_Cl_3,2.74801587301587,3.86641209404398E-05,0.363898916967509,0,3,4,false,A0A0B7H3M6,594.666666666667,0,3,0,0.998068490748049,false,0,A0A0B7H3M6,170664,0.478377652430835
GP_CE_Cl_3,2.93303571428571,0.000444068727778,0.340943683409437,0,50,3,false,Gpal_D383_g13521,11.38,0,50,0,0.997864048934491,false,0,Gpal_D383_g13521,1590294,0.296571428571429
GP_CE_Cl_1,2.17446808510638,0,0.459882583170254,0,1,4,false,A0A0K2WN07,212,0,1,0,0.994460056202328,false,0,A0A0K2WN07,0,0
GP_CE_Cl_2,2.73888888888889,0.008522198358182,0.365111561866126,0,116,5,false,Gpal_D383_g06902,29.0775862068965,0,116,0,0.996169848262359,false,0,Gpal_D383_g06902,10566392,0.178838128706347
GP_CE_Cl_3,2.35416666666667,0.00052438079732,0.424778761061947,0,9,4,false,A0A0K3AR48,448.777777777778,0,9,0,0.998503683241252,false,0,A0A0K3AR48,2087298,0.274373638344227
GP_CE_Cl_3,3.43948412698413,0,0.290741274877416,0,1,4,false,A0A0K3AR66,547,0,1,0,0.997304437428747,false,0,A0A0K3AR66,0,0
GP_CE_Cl_2,3.16458333333333,5.96455887656144E-05,0.315997366688611,0,6,4,false,A0A0K3ARD8,129.166666666667,0,6,0,0.995232195301028,false,0,A0A0K3ARD8,67590,0.250815394651011
GP_CE_Cl_2,2.37222222222222,0.107396226016807,0.421545667447307,0,368,3,false,Gpal_D383_g02856,18.4483695652174,0,368,0,0.996977484092021,false,0,Gpal_D383_g02856,102795140,0.103859342650104
GP_CE_Cl_2,2.77777777777778,0.007991367214481,0.36,0,100,4,false,Gpal_D383_g06412,23.62,0,100,0,0.996084189916789,false,0,Gpal_D383_g06412,9139226,0.157083333333333
GP_CE_Cl_2,2.89583333333333,0.000151159821167,0.345323741007194,0,23,5,false,Gpal_D383_g07667,36.4347826086956,0,23,0,0.995824155653451,false,0,Gpal_D383_g07667,301932,0.247795682578291
GP_CE_Cl_2,2.59166666666667,0.037607303604124,0.385852090032154,0,219,4,false,Gpal_D383_g08414,21.0547945205479,0,219,0,0.996494126284875,false,0,Gpal_D383_g08414,41037438,0.1261307831481
GP_CE_Cl_2,2.92916666666667,0.00113829752712,0.341394025604552,0,35,5,false,Gpal_D383_g09252,20.2285714285714,0,35,0,0.99575073421439,false,0,Gpal_D383_g09252,1149006,0.162953995157385
GP_CE_Cl_2,2.90277777777778,0.000330075449777,0.344497607655502,0,30,5,false,Gpal_D383_g13028,34.4666666666667,0,30,0,0.995808859520313,false,0,Gpal_D383_g13028,573222,0.234032634032634
GP_CE_Cl_2,2.33263888888889,0.003038050204287,0.428699017564751,0,30,4,false,A0A0K3ARQ1,151.1,0,30,0,0.997064672050906,false,0,A0A0K3ARQ1,3621800,0.138213627992634
GP_CE_Cl_2,2.68333333333333,0.027905650896167,0.372670807453416,0,153,4,false,Gpal_D383_g00009,20.9411764705882,0,153,0,0.99629221732746,false,0,Gpal_D383_g00009,25061812,0.125416204217536
GP_CE_Cl_2,2.55,0.055110620848661,0.392156862745098,0,247,5,false,Gpal_D383_g00061,19.4048582995951,0,247,0,0.9965859030837,false,0,Gpal_D383_g00061,57446904,0.113610236417254
GP_CE_Cl_2,2.61388888888889,0.038335983105545,0.382571732199787,0,207,4,false,Gpal_D383_g01714,20.9661835748792,0,207,0,0.996445178658835,false,0,Gpal_D383_g01714,42758958,0.128814087579866
GP_CE_Cl_2,2.77361111111111,0.006863585222327,0.360540811216825,0,98,5,false,Gpal_D383_g04241,24.4795918367347,0,98,0,0.996093367596671,false,0,Gpal_D383_g04241,7864672,0.152464882056719
GP_CE_Cl_2,2.69166666666667,0.050434508819891,0.371517027863777,0,164,5,false,Gpal_D383_g04411,18.7439024390244,0,164,0,0.996273861967695,false,0,Gpal_D383_g04411,40914426,0.123221544715447
GP_CE_Cl_2,2.88333333333333,0.000741119651058,0.346820809248555,0,38,5,false,Gpal_D383_g04462,29.2105263157895,0,38,0,0.995851688693098,false,0,Gpal_D383_g04462,1036098,0.207430340557276
GP_CE_Cl_2,2.8625,0.005055862732975,0.349344978165939,0,64,5,false,Gpal_D383_g05634,23.734375,0,64,0,0.995897577092511,false,0,Gpal_D383_g05634,5381216,0.174879807692308
GP_CE_Cl_2,2.79583333333333,0.012473218737265,0.357675111773472,0,85,5,false,Gpal_D383_g06349,21.5058823529412,0,85,0,0.996044419970631,false,0,Gpal_D383_g06349,9029638,0.138553259141494
GP_CE_Cl_2,2.25416666666667,0.143728395034069,0.44362292051756,0,454,4,false,Gpal_D383_g06417,17.8392070484582,0,454,0,0.99723751835536,false,0,Gpal_D383_g06417,128932902,0.100833575140468
GP_CE_Cl_2,2.43611111111111,0.073344315276189,0.410490307867731,0,324,5,false,Gpal_D383_g06938,20.6481481481481,0,324,0,0.996836759667156,false,0,Gpal_D383_g06938,77434252,0.117653581725438
GP_CE_Cl_2,2.66388888888889,0.018717747609684,0.375391032325339,0,162,4,false,Gpal_D383_g07289,25.5864197530864,0,162,0,0.996335046500245,false,0,Gpal_D383_g07289,23104964,0.149917193616381
GP_CE_Cl_2,2.525,0.054926223307603,0.396039603960396,0,263,4,false,Gpal_D383_g08020,22.2927756653992,0,263,0,0.996640969162996,false,0,Gpal_D383_g08020,60769866,0.130630525554597
GP_CE_Cl_2,2.66944444444444,0.02265796574155,0.374609781477627,0,176,5,false,Gpal_D383_g08454,20.1534090909091,0,176,0,0.996322809593735,false,0,Gpal_D383_g08454,27434628,0.127689393939394
GP_CE_Cl_2,2.82638888888889,0.001597781643575,0.353808353808354,0,64,5,false,Gpal_D383_g09048,28.171875,0,64,0,0.995977116984826,false,0,Gpal_D383_g09048,2713628,0.182361577181208
GP_CE_Cl_2,2.77083333333333,0.004913121742186,0.360902255639098,0,95,5,false,Gpal_D383_g10008,27.9263157894737,0,95,0,0.996099486049927,false,0,Gpal_D383_g10008,6880202,0.173718166383701
GP_CE_Cl_2,2.73194444444444,0.035645549405123,0.366039654295882,0,142,5,false,Gpal_D383_g11920,15.0211267605634,0,142,0,0.996185144395497,false,0,Gpal_D383_g11920,28812282,0.101602367830169
GP_CE_Cl_2,2.95277777777778,0.002334976673816,0.338664158043274,0,30,5,false,Gpal_D383_g12355,23.7,0,30,0,0.995698727361723,false,0,Gpal_D383_g12355,1714694,0.202678571428571
GP_CE_Cl_2,2.82777777777778,0.006933540784745,0.353634577603143,0,63,5,false,Gpal_D383_g13509,28.2380952380952,0,63,0,0.995974057758199,false,0,Gpal_D383_g13509,4735274,0.182806008309364
GP_CE_Cl_2,2.74583333333333,0.007010741682044,0.364188163884674,0,109,5,false,Gpal_D383_g13528,29.302752293578,0,109,0,0.996154552129222,false,0,Gpal_D383_g13528,9546086,0.178004731406151
GP_CE_Cl_2,2.81111111111111,0.001520076768998,0.355731225296443,0,69,5,false,Gpal_D383_g15073,32.4057971014493,0,69,0,0.996010768477729,false,0,Gpal_D383_g15073,2824744,0.203933747412008
GP_CE_Cl_2,2.88055555555556,0.001295344806578,0.347155255544841,0,46,5,false,Gpal_D383_g15750,26.6304347826087,0,46,0,0.995857807146353,false,0,Gpal_D383_g15750,1641364,0.195652173913043
GP_CE_Cl_2,2.81388888888889,0.011565039713845,0.35538005923001,0,98,5,false,Gpal_D383_g16275,16.8877551020408,0,98,0,0.996004650024474,false,0,Gpal_D383_g16275,11332746,0.121280573298021
GP_CE_Cl_2,2.7,0.010920800084731,0.37037037037037,0,141,4,false,Gpal_D383_g16420,25.7943262411348,0,141,0,0.99625550660793,false,0,Gpal_D383_g16420,15456220,0.155939158749275
GP_CE_Cl_2,2.89166666666667,0.001712538109841,0.345821325648415,0,50,5,false,Gpal_D383_g16750,19.44,0,50,0,0.995833333333333,false,0,Gpal_D383_g16750,2215616,0.156271186440678
GP_CE_Cl_2,2.82083333333333,0.004691132924137,0.354505169867061,0,66,5,false,Gpal_D383_g16924,29.6212121212121,0,66,0,0.995989353891336,false,0,Gpal_D383_g16924,4523266,0.190808080808081
GP_CE_Cl_2,2.68472222222222,0.022575512938772,0.372478013450595,0,152,5,false,Gpal_D383_g17271,21.7236842105263,0,152,0,0.996289158100832,false,0,Gpal_D383_g17271,21986228,0.129523026315789
GP_CE_Cl_3,2.70337301587302,4.35801083491898E-05,0.369908256880734,0,2,4,false,A0A0K3ART6,845,0,2,0,0.998117819871963,false,0,A0A0K3ART6,218122,0.655788655788656
GP_CE_Cl_1,2.17446808510638,0,0.459882583170254,0,1,4,false,A0A0K3ARZ8,212,0,1,0,0.994460056202328,false,0,A0A0K3ARZ8,0,0
GP_CE_Cl_2,2.59027777777778,0.028524094376057,0.386058981233244,0,217,5,false,Gpal_D383_g05271,24.0506912442396,0,217,0,0.996497185511503,false,0,Gpal_D383_g05271,34331590,0.141415283706992
GP_CE_Cl_3,2.77380952380952,3.34765421539124E-05,0.360515021459227,0,2,4,false,A0A0K3AS76,805.5,0,2,0,0.998039989476454,false,0,A0A0K3AS76,172768,0.661595394736842
GP_CE_Cl_3,2.69146825396825,9.3139553925516E-05,0.371544415775894,0,3,4,false,A0A0K3AT08,658,0,3,0,0.998130974305007,false,0,A0A0K3AT08,403050,0.506163328197227
GP_CE_Cl_3,2.47123015873016,0.000120517639012,0.404656764351666,0,3,4,false,A0A0K3AT19,838.666666666667,0,3,0,0.99837433131632,false,0,A0A0K3AT19,622302,0.55109649122807
GP_CE_Cl_3,3.21428571428571,1.91253052378851E-05,0.311111111111111,0,2,4,false,A0A0K3AT43,472.5,0,2,0,0.997553275453828,false,0,A0A0K3AT43,68306,0.610751295336788
GP_CE_Cl_3,3.13789682539683,8.14897154153312E-06,0.318684792918116,0,2,4,false,A0A0K3ATT8,499.5,0,2,0,0.99763768306586,false,0,A0A0K3ATT8,36472,0.58716136631331
GP_CE_Cl_2,3.09236111111111,0.000178631149551,0.323377498315742,0,7,5,false,A0A0K3AUY5,160.857142857143,0,7,0,0.995391275085658,false,0,A0A0K3AUY5,209754,0.282932996207332
GP_CE_Cl_2,2.66388888888889,0.01726887453258,0.375391032325339,0,166,4,false,Gpal_D383_g05262,25.210843373494,0,166,0,0.996335046500245,false,0,Gpal_D383_g05262,24163008,0.151317771084337
GP_CE_Cl_2,2.59722222222222,0.044090179955529,0.385026737967914,0,216,4,false,Gpal_D383_g10960,19.9814814814815,0,216,0,0.996481889378365,false,0,Gpal_D383_g10960,46772138,0.120135958743554
GP_CE_Cl_2,2.70208333333333,0.001885750775202,0.370084811102544,0,10,4,false,A0A0K3AUZ8,186.4,0,10,0,0.996250917767988,false,0,A0A0K3AUZ8,1612862,0.220714285714286
GP_CE_Cl_2,2.89305555555556,0.005399016686827,0.345655304848776,0,57,5,false,Gpal_D383_g01167,19.8947368421053,0,57,0,0.995830274106706,false,0,Gpal_D383_g01167,4999846,0.162885662431942
GP_CE_Cl_2,3.70138888888889,0,0.270168855534709,0,1,5,false,Gpal_D383_g06095,10,0,1,0,0.994049804209496,false,0,Gpal_D383_g06095,0,0
GP_CE_Cl_2,3.40208333333333,3.26702550945244E-06,0.293937538273117,0,2,6,false,A0A0K3AVG3,210,0,2,0,0.994709067547724,false,0,A0A0K3AVG3,5610,0.602305475504323
GP_CE_Cl_2,3.79513888888889,0,0.263494967978042,0,1,6,false,A0A0K3AVS5,85,0,1,0,0.993843306412139,false,0,A0A0K3AVS5,0,0
GP_CE_Cl_3,3.84821428571429,0,0.259860788863109,0,1,4,false,A0A0K3AWH0,135,0,1,0,0.996852801894238,false,0,A0A0K3AWH0,0,0
GP_CE_Cl_2,3.37152777777778,0,0.296601441812564,0,1,4,false,A0A0K3AX60,368,0,1,0,0.994776370533529,false,0,A0A0K3AX60,0,0
GP_CE_Cl_2,2.65347222222222,0.000582198959566,0.376864695105993,0,14,4,false,A0A0K3AXB5,188.928571428571,0,14,0,0.996357990699951,false,0,A0A0K3AXB5,910154,0.215761850090208
GP_CE_Cl_2,2.87361111111111,0.002459048442322,0.347994200096665,0,45,5,false,Gpal_D383_g02939,29.4888888888889,0,45,0,0.995873103279491,false,0,Gpal_D383_g02939,2277694,0.199222999222999
GP_CE_Cl_2,2.65277777777778,0.014532280098887,0.37696335078534,0,175,5,false,Gpal_D383_g07797,24.8457142857143,0,175,0,0.996359520313265,false,0,Gpal_D383_g07797,20578150,0.148110026619343
GP_CE_Cl_2,2.83611111111111,0.002594534101973,0.352595494613124,0,52,4,false,Gpal_D383_g07928,30.0769230769231,0,52,0,0.995955702398434,false,0,Gpal_D383_g07928,2361762,0.193846153846154
GP_CE_Cl_2,2.82222222222222,0.004232424725926,0.354330708661417,0,71,5,false,Gpal_D383_g12331,29.5492957746479,0,71,0,0.995986294664709,false,0,Gpal_D383_g12331,4229452,0.189068183938065
GP_CE_Cl_2,2.75138888888889,0.012662508658421,0.363452801615346,0,113,4,false,Gpal_D383_g13382,22.4070796460177,0,113,0,0.996142315222712,false,0,Gpal_D383_g13382,12747530,0.142713864306785
GP_CE_Cl_2,2.79722222222222,0.004206673100643,0.357497517378352,0,86,5,false,Gpal_D383_g16416,23.2093023255814,0,86,0,0.996041360744004,false,0,Gpal_D383_g16416,6394908,0.151083689289669
GP_CE_Cl_2,2.66388888888889,0.01222035252481,0.375391032325339,0,174,5,false,Gpal_D383_g18015,25.0574712643678,0,174,0,0.996335046500245,false,0,Gpal_D383_g18015,18998940,0.150359195402299
GP_CE_Cl_3,3.4672619047619,0,0.288412017167382,0,1,4,false,A0A0K3AXD3,519,0,1,0,0.997273743751644,false,0,A0A0K3AXD3,0,0
GP_CE_Cl_3,2.98710317460317,3.6530533835014E-05,0.334772500830289,0,3,4,false,A0A0K3AXG8,453,0,3,0,0.997804305884416,false,0,A0A0K3AXG8,159572,0.452
GP_CE_Cl_3,2.77380952380952,3.34765421539124E-05,0.360515021459227,0,2,4,false,A0A0K3AXT4,805.5,0,2,0,0.998039989476454,false,0,A0A0K3AXT4,172768,0.661595394736842
GP_CE_Cl_3,3.68452380952381,0,0.27140549273021,0,1,4,false,A0A0K3AXZ4,300,0,1,0,0.997033675348592,false,0,A0A0K3AXZ4,0,0
GP_CE_Cl_2,3.44236111111111,1.68645322362597E-05,0.290498285253177,0,3,5,false,A0A0K3AYA6,138.333333333333,0,3,0,0.994620349975526,false,0,A0A0K3AYA6,18308,0.431865828092243
GP_CE_Cl_2,2.88333333333333,0.003442237512255,0.346820809248555,0,56,5,false,Gpal_D383_g07611,19.7321428571429,0,56,0,0.995851688693098,false,0,Gpal_D383_g07611,3277472,0.152293844367015
GP_CE_Cl_3,3.42063492063492,0,0.292343387470998,0,1,4,false,A0A0K3AYD9,566,0,1,0,0.997325265281066,false,0,A0A0K3AYD9,0,0
GP_CE_Cl_2,3.59236111111111,1.08281689158751E-05,0.278368451575488,0,4,6,false,A0A0M6VD42,65,0,4,0,0.994289953499755,false,0,A0A0M6VD42,8682,0.30188679245283
GP_CE_Cl_2,2.9125,0.000516761652772,0.343347639484978,0,27,5,false,Gpal_D383_g04378,26.4814814814815,0,27,0,0.995787444933921,false,0,Gpal_D383_g04378,717804,0.199074074074074
GP_CE_Cl_3,2.75396825396825,2.95793018224693E-05,0.363112391930836,0,2,4,false,A0A0M6VDE6,867,0,2,0,0.998061913531527,false,0,A0A0M6VDE6,157854,0.700647249190938
GP_CE_Cl_3,2.61309523809524,7.8366634101933E-05,0.382687927107061,0,3,4,false,A0A0M7RED5,766.666666666667,0,3,0,0.998217574322547,false,0,A0A0M7RED5,410046,0.556039699830549
GP_CE_Cl_3,2.71527777777778,5.94675287600402E-05,0.368286445012788,0,3,4,false,A0A0M7RFA1,613,0,3,0,0.99810466543892,false,0,A0A0M7RFA1,268718,0.480376766091052
GP_CE_Cl_3,3.23809523809524,0,0.308823529411765,0,1,4,false,A0A0M9JJ66,750,0,1,0,0.99752696658774,false,0,A0A0M9JJ66,0,0
GP_CE_Cl_3,3.43948412698413,0,0.290741274877416,0,1,4,false,A0A0M9JJ71,547,0,1,0,0.997304437428747,false,0,A0A0M9JJ71,0,0
GP_CE_Cl_3,2.53968253968254,9.38157157083464E-05,0.39375,0,3,4,false,A0A0M9JJ79,828,0,3,0,0.998298693326318,false,0,A0A0M9JJ79,508084,0.569951757408684
