g10195.t1	259	SMART	SM00198	SCP_3	28	185	3.2E-26	T	26-06-2023	IPR014044	CAP domain	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10195.t1	259	PANTHER	PTHR10334	CYSTEINE-RICH SECRETORY PROTEIN-RELATED	32	186	3.3E-17	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g03628.t1	389	Gene3D	G3DSA:3.40.33.10	CAP	197	385	4.3E-17	T	26-06-2023	IPR035940	CAP superfamily	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g03628.t1	389	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	22	-	T	26-06-2023	-	-		
Gpal_D383_g03628.t1	389	PANTHER	PTHR10334	CYSTEINE-RICH SECRETORY PROTEIN-RELATED	204	382	9.3E-12	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g03628.t1	389	SMART	SM00198	SCP_3	200	373	3.4E-07	T	26-06-2023	IPR014044	CAP domain	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g03628.t1	389	SUPERFAMILY	SSF55797	PR-1-like	197	323	2.09E-16	T	26-06-2023	IPR035940	CAP superfamily	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g03628.t1	389	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	24	-	T	26-06-2023	-	-		
Gpal_D383_g03628.t1	389	Pfam	PF00188	Cysteine-rich secretory protein family	210	322	7.2E-09	T	26-06-2023	IPR014044	CAP domain	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g07991.t1	220	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	27	-	T	26-06-2023	-	-		
Gpal_D383_g07991.t1	220	PRINTS	PR00838	Venom allergen 5 signature	117	132	1.3E-06	T	26-06-2023	IPR002413	Venom allergen 5-like	-	Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695
Gpal_D383_g07991.t1	220	PRINTS	PR00838	Venom allergen 5 signature	68	86	1.3E-06	T	26-06-2023	IPR002413	Venom allergen 5-like	-	Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695
Gpal_D383_g07991.t1	220	PRINTS	PR00838	Venom allergen 5 signature	146	165	1.3E-06	T	26-06-2023	IPR002413	Venom allergen 5-like	-	Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695
Gpal_D383_g07991.t1	220	PRINTS	PR00838	Venom allergen 5 signature	27	43	1.3E-06	T	26-06-2023	IPR002413	Venom allergen 5-like	-	Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695
Gpal_D383_g07991.t1	220	SUPERFAMILY	SSF55797	PR-1-like	11	196	4.84E-47	T	26-06-2023	IPR035940	CAP superfamily	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g07991.t1	220	Pfam	PF00188	Cysteine-rich secretory protein family	37	181	4.9E-15	T	26-06-2023	IPR014044	CAP domain	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g07991.t1	220	Gene3D	G3DSA:3.40.33.10	CAP	24	220	4.2E-52	T	26-06-2023	IPR035940	CAP superfamily	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g07991.t1	220	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	176	189	5.8E-12	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g07991.t1	220	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	68	86	5.8E-12	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g07991.t1	220	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	147	163	5.8E-12	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g07991.t1	220	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	119	132	5.8E-12	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g07991.t1	220	CDD	cd05380	CAP_euk	36	182	9.00528E-43	T	26-06-2023	-	-		
Gpal_D383_g07991.t1	220	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	27	-	T	26-06-2023	-	-		
Gpal_D383_g07991.t1	220	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	27	-	T	26-06-2023	-	-		
Gpal_D383_g07991.t1	220	PANTHER	PTHR10334	CYSTEINE-RICH SECRETORY PROTEIN-RELATED	35	200	8.8E-25	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g07991.t1	220	SMART	SM00198	SCP_3	31	189	1.7E-42	T	26-06-2023	IPR014044	CAP domain	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10181.t1	200	CDD	cd05380	CAP_euk	31	166	6.6271E-25	T	26-06-2023	-	-		
g10181.t1	200	Gene3D	G3DSA:3.40.33.10	CAP	21	199	1.2E-42	T	26-06-2023	IPR035940	CAP superfamily	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10181.t1	200	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	3	25	-	T	26-06-2023	-	-		
g10181.t1	200	SMART	SM00198	SCP_3	29	174	1.2E-25	T	26-06-2023	IPR014044	CAP domain	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10181.t1	200	PANTHER	PTHR10334	CYSTEINE-RICH SECRETORY PROTEIN-RELATED	33	174	5.5E-17	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10181.t1	200	Pfam	PF00188	Cysteine-rich secretory protein family	36	166	5.1E-16	T	26-06-2023	IPR014044	CAP domain	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10181.t1	200	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	135	151	8.3E-09	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10181.t1	200	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	70	88	8.3E-09	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10181.t1	200	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	161	174	8.3E-09	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10181.t1	200	SUPERFAMILY	SSF55797	PR-1-like	5	179	4.06E-35	T	26-06-2023	IPR035940	CAP superfamily	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10232.t1	209	CDD	cd05380	CAP_euk	28	176	2.3184E-26	T	26-06-2023	-	-		
g10232.t1	209	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	22	-	T	26-06-2023	-	-		
g10232.t1	209	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	22	-	T	26-06-2023	-	-		
g10232.t1	209	PANTHER	PTHR10334	CYSTEINE-RICH SECRETORY PROTEIN-RELATED	30	182	1.5E-16	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10232.t1	209	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	24	-	T	26-06-2023	-	-		
g10232.t1	209	Gene3D	G3DSA:3.40.33.10	CAP	15	208	8.6E-40	T	26-06-2023	IPR035940	CAP superfamily	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10232.t1	209	ProSitePatterns	PS01009	CRISP family signature 1.	144	154	-	T	26-06-2023	IPR018244	Allergen V5/Tpx-1-related, conserved site	GO:0005576	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10232.t1	209	SMART	SM00198	SCP_3	26	183	6.2E-21	T	26-06-2023	IPR014044	CAP domain	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10232.t1	209	SUPERFAMILY	SSF55797	PR-1-like	17	185	2.88E-32	T	26-06-2023	IPR035940	CAP superfamily	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10232.t1	209	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	170	183	7.9E-09	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10232.t1	209	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	63	81	7.9E-09	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10232.t1	209	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	143	159	7.9E-09	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g10232.t1	209	PRINTS	PR00838	Venom allergen 5 signature	22	38	1.8E-07	T	26-06-2023	IPR002413	Venom allergen 5-like	-	Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695
g10232.t1	209	PRINTS	PR00838	Venom allergen 5 signature	142	161	1.8E-07	T	26-06-2023	IPR002413	Venom allergen 5-like	-	Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695
g10232.t1	209	PRINTS	PR00838	Venom allergen 5 signature	63	81	1.8E-07	T	26-06-2023	IPR002413	Venom allergen 5-like	-	Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695
g10232.t1	209	Pfam	PF00188	Cysteine-rich secretory protein family	35	175	1.9E-13	T	26-06-2023	IPR014044	CAP domain	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g11619.t1	209	CDD	cd05380	CAP_euk	30	173	7.9054E-38	T	26-06-2023	-	-		
g11619.t1	209	PANTHER	PTHR10334	CYSTEINE-RICH SECRETORY PROTEIN-RELATED	32	188	4E-26	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g11619.t1	209	SUPERFAMILY	SSF55797	PR-1-like	18	187	2.88E-48	T	26-06-2023	IPR035940	CAP superfamily	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g11619.t1	209	Pfam	PF00188	Cysteine-rich secretory protein family	34	172	4E-15	T	26-06-2023	IPR014044	CAP domain	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g11619.t1	209	Gene3D	G3DSA:3.40.33.10	CAP	21	209	1.6E-53	T	26-06-2023	IPR035940	CAP superfamily	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g11619.t1	209	PRINTS	PR00838	Venom allergen 5 signature	65	83	2E-08	T	26-06-2023	IPR002413	Venom allergen 5-like	-	Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695
g11619.t1	209	PRINTS	PR00838	Venom allergen 5 signature	139	158	2E-08	T	26-06-2023	IPR002413	Venom allergen 5-like	-	Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695
g11619.t1	209	PRINTS	PR00838	Venom allergen 5 signature	39	59	2E-08	T	26-06-2023	IPR002413	Venom allergen 5-like	-	Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695
g11619.t1	209	ProSitePatterns	PS01009	CRISP family signature 1.	141	151	-	T	26-06-2023	IPR018244	Allergen V5/Tpx-1-related, conserved site	GO:0005576	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g11619.t1	209	ProSitePatterns	PS01010	CRISP family signature 2.	167	178	-	T	26-06-2023	IPR018244	Allergen V5/Tpx-1-related, conserved site	GO:0005576	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g11619.t1	209	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	24	-	T	26-06-2023	-	-		
g11619.t1	209	SMART	SM00198	SCP_3	28	180	1.3E-37	T	26-06-2023	IPR014044	CAP domain	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g11619.t1	209	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	140	156	8.7E-14	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g11619.t1	209	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	65	83	8.7E-14	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
g11619.t1	209	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	167	180	8.7E-14	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g02998.t1	224	PRINTS	PR00838	Venom allergen 5 signature	68	86	2.3E-05	T	26-06-2023	IPR002413	Venom allergen 5-like	-	Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695
Gpal_D383_g02998.t1	224	PRINTS	PR00838	Venom allergen 5 signature	27	43	2.3E-05	T	26-06-2023	IPR002413	Venom allergen 5-like	-	Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695
Gpal_D383_g02998.t1	224	PRINTS	PR00838	Venom allergen 5 signature	146	165	2.3E-05	T	26-06-2023	IPR002413	Venom allergen 5-like	-	Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695
Gpal_D383_g02998.t1	224	PANTHER	PTHR10334	CYSTEINE-RICH SECRETORY PROTEIN-RELATED	35	199	8.8E-20	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g02998.t1	224	Gene3D	G3DSA:3.40.33.10	CAP	24	220	2E-49	T	26-06-2023	IPR035940	CAP superfamily	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g02998.t1	224	SMART	SM00198	SCP_3	31	189	7.3E-34	T	26-06-2023	IPR014044	CAP domain	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g02998.t1	224	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	176	189	7.7E-09	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g02998.t1	224	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	119	132	7.7E-09	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g02998.t1	224	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	147	163	7.7E-09	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g02998.t1	224	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	68	86	7.7E-09	T	26-06-2023	IPR001283	Cysteine-rich secretory protein-related	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g02998.t1	224	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	27	-	T	26-06-2023	-	-		
Gpal_D383_g02998.t1	224	CDD	cd05380	CAP_euk	36	181	3.25384E-41	T	26-06-2023	-	-		
Gpal_D383_g02998.t1	224	Pfam	PF00188	Cysteine-rich secretory protein family	37	181	6.2E-15	T	26-06-2023	IPR014044	CAP domain	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
Gpal_D383_g02998.t1	224	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	27	-	T	26-06-2023	-	-		
Gpal_D383_g02998.t1	224	SUPERFAMILY	SSF55797	PR-1-like	10	196	9.94E-45	T	26-06-2023	IPR035940	CAP superfamily	-	Reactome: R-BTA-6798695|Reactome: R-CEL-6798695|Reactome: R-HSA-1989781|Reactome: R-HSA-6798695|Reactome: R-MMU-6798695|Reactome: R-SCE-6798695|Reactome: R-XTR-6798695
